,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,position,team_name,friendly_name
497,75.0,100.0,115556,0,0,-2,2,0,2,0.4,1.0,0,Ben,0.5,329,False,Hamstring injury - 75% chance of playing,2020-03-08T15:00:19.273544Z,53,115556.jpg,1.1,Davies,0.1,False,,d,17,6,10,8546,31,15878,135,0.1,1.9,Davies,630,0,0,0,13,0,0,0,2,0,0,0,84,133.8,88.6,36.0,25.6,DEF,Spurs,Ben Davies
498,100.0,100.0,39194,0,0,-3,3,2,2,1.0,1.5,2,Jan,1.0,330,False,,2019-11-01T14:00:13.161821Z,52,39194.jpg,2.7,Vertonghen,1.6,False,,a,17,6,52,130715,366,263067,909,0.2,10.0,Vertonghen,1543,1,1,3,23,0,0,0,2,0,0,4,307,376.6,54.8,63.0,49.6,DEF,Spurs,Jan Vertonghen
499,,,55605,0,0,-2,2,1,2,2.0,2.5,2,Toby,2.0,331,False,,,53,55605.jpg,2.4,Alderweireld,4.7,False,,a,17,6,66,339986,991,543734,2993,0.4,12.5,Alderweireld,2417,1,2,4,36,1,0,0,4,0,0,2,460,643.0,194.1,148.0,98.5,DEF,Spurs,Toby Alderweireld
500,75.0,100.0,173904,0,0,-2,2,0,2,1.8,2.3,1,Davinson,1.8,333,False,Knock - 75% chance of playing,2020-03-11T11:00:17.618134Z,53,173904.jpg,1.8,Sánchez,0.9,False,,d,17,6,39,42133,206,78086,722,0.3,7.4,Sánchez,1890,0,1,2,31,0,0,0,5,0,0,1,340,447.4,26.7,66.0,54.1,DEF,Spurs,Davinson Sánchez
501,0.0,0.0,77794,0,0,0,0,0,2,0.0,0.0,0,Kieran,0.0,334,False,Joined Atletico Madrid on a permanent deal on 17/7,2019-07-18T09:00:08.860585Z,55,77794.jpg,0.0,Trippier,0.1,False,,u,17,6,0,1584,21,15315,20,0.0,0.0,Trippier,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,DEF,Spurs,Kieran Trippier
502,100.0,100.0,234908,0,0,-2,2,0,2,0.0,0.5,0,Juan,0.0,335,False,,2020-02-14T13:30:13.596707Z,48,234908.jpg,0.8,Foyth,0.0,False,,a,17,6,3,2489,16,3732,11,0.0,0.6,Foyth,66,0,0,0,3,0,0,0,1,0,0,0,9,18.6,12.5,0.0,3.1,DEF,Spurs,Juan Foyth
503,100.0,100.0,80226,0,0,0,0,1,2,2.5,3.0,1,Serge,2.5,336,False,,2019-09-28T16:00:17.498533Z,50,80226.jpg,3.5,Aurier,5.7,False,,a,17,6,85,1122840,4430,776850,13911,0.5,17.0,Aurier,1909,1,6,5,27,1,0,0,1,1,0,11,460,532.8,419.8,207.0,116.0,DEF,Spurs,Serge Aurier
504,0.0,0.0,78830,0,0,-2,2,2,4,0.0,0.0,0,Harry,0.0,338,False,Hamstring injury - Expected back 18 Apr,2020-01-01T17:30:18.573337Z,108,78830.jpg,5.2,Kane,8.4,False,,i,17,6,104,1665775,155,3055458,2437,0.0,9.6,Kane,1778,11,2,2,29,0,0,0,2,0,0,16,374,531.4,291.1,696.0,151.8,FWD,Spurs,Harry Kane
505,0.0,0.0,165990,0,0,0,0,0,4,0.0,0.0,0,Vincent,0.0,339,False,Joined Monterrey on a permanent deal on 23/7,2019-07-30T07:00:10.626522Z,45,165990.jpg,0.0,Janssen,0.1,False,,u,17,6,0,2968,18,9195,21,0.0,0.0,Janssen,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,FWD,Spurs,Vincent Janssen
506,100.0,75.0,37915,0,0,-2,2,1,1,2.8,2.5,6,Hugo,2.8,340,False,,2020-03-01T14:30:24.052498Z,53,37915.jpg,4.2,Lloris,3.4,False,,a,17,6,51,250630,1287,657604,1080,0.5,9.6,Lloris,998,0,0,2,14,0,1,0,0,0,50,6,239,367.2,0.0,0.0,36.8,GK,Spurs,Hugo Lloris
507,,,102884,0,0,-3,3,1,1,0.2,0.7,0,Paulo,0.2,341,False,,,42,102884.jpg,3.2,Gazzaniga,2.0,False,,a,17,6,58,531026,1062,435267,4294,0.0,13.8,Gazzaniga,1612,0,0,2,26,0,1,0,1,0,59,6,300,449.8,10.0,0.0,46.1,GK,Spurs,Paulo Gazzaniga
508,0.0,0.0,85971,0,0,3,-3,5,3,0.0,0.0,0,Heung-Min,3.2,342,False,Arm injury - Unknown return date,2020-02-18T12:00:16.397536Z,98,85971.jpg,5.8,Son,4.3,False,,i,17,6,122,3070598,257,3009877,11919,0.3,12.4,Son,1744,9,9,4,25,0,0,1,0,2,0,13,395,604.2,431.0,893.0,192.2,MID,Spurs,Heung-Min Son
509,0.0,0.0,80607,0,0,-4,4,0,3,0.0,0.0,0,Christian,0.0,343,False,Joined Inter Milan on a permanent deal on 28/1,2020-01-28T13:30:20.762908Z,86,80607.jpg,2.4,Eriksen,2.4,False,,u,17,6,48,142837,29,450643,807,0.0,5.6,Eriksen,1090,2,2,1,18,0,0,0,5,0,0,6,205,262.4,348.9,225.0,83.3,MID,Spurs,Christian Eriksen
510,100.0,100.0,108823,0,0,-2,2,2,3,4.5,5.0,7,Bamidele,4.5,344,False,,2020-02-02T21:00:21.158445Z,83,108823.jpg,5.2,Alli,4.8,False,,a,17,6,114,1699330,25468,1453940,9302,0.5,13.7,Alli,1758,8,6,4,24,0,0,0,2,0,0,12,340,523.4,311.3,619.0,145.5,MID,Spurs,Bamidele Alli
511,,,95715,0,0,-4,4,0,3,1.8,2.3,1,Lucas,1.8,345,False,,,71,95715.jpg,2.8,Rodrigues Moura da Silva,4.8,False,,a,17,6,76,791729,4863,1194403,12348,0.3,10.7,Lucas Moura,1675,4,3,3,23,0,0,0,2,0,0,1,243,379.6,359.2,615.0,135.2,MID,Spurs,Lucas Rodrigues Moura da Silva
512,100.0,100.0,62974,0,0,-3,3,1,3,2.0,2.5,4,Erik,2.0,346,False,,2020-02-05T19:00:22.788643Z,57,62974.jpg,2.9,Lamela,1.1,False,,a,17,6,50,491720,1051,512726,432,0.4,8.8,Lamela,929,2,4,3,10,0,0,0,3,0,0,2,180,192.0,250.4,285.0,72.6,MID,Spurs,Erik Lamela
513,100.0,100.0,157668,0,0,-3,3,0,3,1.0,1.5,0,Harry,1.0,347,False,,2020-01-22T22:00:22.005033Z,52,157668.jpg,1.5,Winks,0.3,False,,a,17,6,35,19008,101,31862,261,0.2,6.7,Winks,1589,0,0,3,27,0,0,0,8,0,0,0,265,265.4,246.7,63.0,57.5,MID,Spurs,Harry Winks
514,0.0,0.0,54756,0,0,-3,3,0,3,0.0,0.0,0,Victor,0.0,348,False,Joined Montreal Impact on a permanent deal on 3/3,2020-03-03T22:30:26.929361Z,47,54756.jpg,0.5,Wanyama,0.1,False,,u,17,6,1,5393,5,8508,131,0.0,0.2,Wanyama,24,0,0,0,2,0,0,0,1,0,0,0,5,1.2,0.9,0.0,0.2,MID,Spurs,Victor Wanyama
515,75.0,0.0,45268,0,0,-2,2,0,3,0.0,0.0,0,Moussa,0.0,349,False,Lack of match fitness - 75% chance of playing,2020-01-05T22:00:20.348120Z,48,45268.jpg,2.5,Sissoko,1.2,False,,d,17,6,49,222530,18,293879,528,0.0,10.2,Sissoko,1688,2,1,3,25,0,0,0,6,0,0,0,272,242.8,201.9,167.0,61.1,MID,Spurs,Moussa Sissoko
516,100.0,100.0,93264,0,0,-2,2,0,3,2.0,2.5,2,Eric,2.0,350,False,,2020-01-01T17:30:18.613803Z,48,93264.jpg,1.8,Dier,0.2,False,,a,17,6,25,13484,217,19576,155,0.4,5.2,Dier,890,0,2,1,18,0,0,0,4,0,0,0,120,213.4,87.4,41.0,34.3,MID,Spurs,Eric Dier
517,0.0,0.0,168764,0,0,-1,1,0,3,0.0,0.0,0,Luke,0.0,351,False,Joined QPR on loan until the end of the season on 1/7. - Expected back 01 Jul,2019-07-02T09:00:13.289180Z,44,168764.jpg,0.0,Amos,0.0,False,,n,17,6,0,1065,25,1385,21,0.0,0.0,Amos,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,MID,Spurs,Luke Amos
518,,,209042,0,0,-2,2,0,3,0.2,0.7,1,Oliver,0.2,352,False,,,43,209042.jpg,1.0,Skipp,0.7,False,,a,17,6,4,53959,1303,50722,951,0.0,0.9,Skipp,57,0,0,0,1,0,0,0,0,0,0,0,12,12.6,1.2,0.0,1.4,MID,Spurs,Oliver Skipp
519,100.0,100.0,231372,0,0,-2,2,0,3,1.0,1.5,1,Tanguy,1.0,442,False,,2020-01-01T17:30:18.888298Z,58,231372.jpg,2.3,Ndombele,2.3,False,,a,17,6,44,586991,149,825845,592,0.2,7.6,Ndombele,938,2,2,1,16,0,0,0,2,0,0,2,213,266.4,182.3,116.0,56.5,MID,Spurs,Tanguy Ndombele
520,,,447235,0,0,-2,2,0,4,0.2,0.7,0,Troy,0.2,509,False,,,43,447235.jpg,1.0,Parrott,0.8,False,,a,17,6,2,88419,647,100000,688,0.0,0.5,Parrott,6,0,0,0,0,0,0,0,0,0,0,0,6,0.2,0.1,0.0,0.0,FWD,Spurs,Troy Parrott
521,100.0,100.0,200826,0,0,-2,2,0,3,0.8,1.3,0,Giovani,0.8,523,False,,2020-02-05T19:00:23.246956Z,73,200826.jpg,1.3,Lo Celso,0.4,False,,a,17,6,25,29620,1724,52057,853,0.1,3.4,Lo Celso,867,0,0,3,11,0,0,0,5,0,0,0,123,168.0,270.4,110.0,54.8,MID,Spurs,Giovani Lo Celso
522,100.0,100.0,184349,0,0,-1,1,0,3,0.0,0.5,0,Ryan,0.0,524,False,,2020-02-22T15:00:17.445711Z,54,184349.jpg,1.5,Sessegnon,0.1,False,,a,17,6,9,5272,42,20499,47,0.0,1.7,Sessegnon,341,0,0,0,5,0,0,0,0,0,0,0,41,45.4,39.9,34.0,11.9,MID,Spurs,Ryan Sessegnon
523,0.0,0.0,168566,0,0,0,0,0,3,0.0,0.0,0,Georges-Kévin,0.0,527,False,Joined Besiktas on a permanent deal on 22/8,2019-08-22T12:30:17.630601Z,50,168566.jpg,1.0,Nkoudou,0.0,False,,u,17,6,1,1751,6,2507,5,0.0,0.2,Nkoudou,2,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,18.0,1.8,MID,Spurs,Georges-Kévin Nkoudou
524,,,175941,0,0,0,0,0,1,0.0,0.5,0,Alfie,0.0,543,False,,,40,175941.jpg,0.0,Whiteman,0.5,False,,a,17,6,0,45422,91,22486,348,0.0,0.0,Whiteman,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,GK,Spurs,Alfie Whiteman
525,100.0,100.0,39215,0,0,-2,2,0,1,0.0,0.5,0,Michel,0.0,555,False,,2019-11-21T14:30:20.107084Z,43,39215.jpg,0.0,Vorm,0.0,False,,a,17,6,0,3133,21,2838,18,0.0,0.0,Vorm,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,GK,Spurs,Michel Vorm
526,,,214572,0,0,0,0,0,1,0.0,0.5,0,Brandon,0.0,558,False,,,40,214572.jpg,0.0,Austin,0.2,False,,a,17,6,0,16734,51,8856,163,0.0,0.0,Austin,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,GK,Spurs,Brandon Austin
527,,,199584,0,0,1,-1,0,2,1.0,1.5,2,Japhet,1.0,583,False,,,41,199584.jpg,2.8,Tanganga,2.5,False,,a,17,6,17,250979,3224,71380,3993,0.2,4.1,Tanganga,525,0,0,2,7,0,0,0,1,0,0,0,100,134.4,17.2,20.0,17.1,DEF,Spurs,Japhet Tanganga
528,,,195774,0,0,-3,3,0,3,0.5,1.0,0,Gedson,0.5,605,False,,,47,195774.jpg,1.0,Carvalho Fernandes,0.0,False,,a,17,6,4,5127,127,3444,148,0.1,0.9,Fernandes,40,0,0,0,0,0,0,0,0,0,0,0,14,11.6,27.0,6.0,4.5,MID,Spurs,Gedson Carvalho Fernandes
529,0.0,,194252,-1,1,-1,1,0,3,0.0,3.5,1,Steven,3.0,615,False,Ankle injury - Unknown return date,2020-03-08T15:00:19.797089Z,74,194252.jpg,4.4,Bergwijn,1.4,False,,i,17,6,22,238795,1990,136279,59691,0.4,2.9,Bergwijn,416,2,0,1,8,0,0,0,1,0,0,2,74,95.6,96.9,116.0,30.8,MID,Spurs,Steven Bergwijn
530,100.0,100.0,40868,0,0,-4,4,0,2,-0.5,0.0,0,José,0.0,353,False,,2019-12-04T20:00:11.977301Z,46,40868.jpg,1.3,Holebas,0.7,False,,a,18,57,16,19349,53,237629,154,0.0,3.5,Holebas,1004,0,0,2,26,0,0,0,5,0,0,0,141,170.0,207.8,62.0,43.8,DEF,Watford,José Holebas
531,100.0,100.0,85624,0,0,-2,2,1,2,2.8,3.3,2,Christian,3.3,354,False,,2020-01-02T14:30:15.835545Z,43,85624.jpg,3.2,Kabasele,0.5,False,,a,18,57,60,67351,553,54353,475,0.8,14.0,Kabasele,1575,0,1,7,19,0,0,0,1,2,0,4,293,348.8,23.9,98.0,47.3,DEF,Watford,Christian Kabasele
532,100.0,100.0,155651,0,0,-2,2,0,2,2.8,3.3,2,Adam,3.3,355,False,,2019-12-12T22:00:15.473547Z,43,155651.jpg,2.8,Masina,0.3,False,,a,18,57,48,26089,502,12440,513,0.8,11.2,Masina,1221,1,0,5,19,0,0,0,3,0,0,2,221,287.2,150.6,58.0,49.9,DEF,Watford,Adam Masina
533,100.0,100.0,20145,0,0,-3,3,0,2,-0.5,0.0,0,Adrian,0.0,356,False,,2019-12-28T17:00:19.627436Z,42,20145.jpg,1.6,Mariappa,0.3,False,,a,18,57,24,31327,45,29084,731,0.0,5.7,Mariappa,1226,0,0,3,25,1,0,0,2,1,0,1,168,190.2,71.5,32.0,28.7,DEF,Watford,Adrian Mariappa
534,100.0,100.0,54484,0,0,-3,3,0,2,1.8,2.3,1,Francisco,2.3,357,False,,2020-01-01T17:30:18.675582Z,42,54484.jpg,1.9,Femenía Far,0.4,False,,a,18,57,36,82757,885,107359,396,0.5,8.6,Kiko Femenía,1524,0,0,4,29,0,0,0,5,0,0,0,263,258.0,223.0,40.0,52.2,DEF,Watford,Francisco Femenía Far
535,100.0,100.0,41338,0,0,-2,2,1,2,2.2,2.7,2,Craig,2.7,358,False,,2019-12-28T19:30:17.240152Z,43,41338.jpg,2.8,Cathcart,3.3,False,,a,18,57,76,281005,5736,309485,3395,0.6,17.7,Cathcart,2353,0,0,9,33,0,0,0,6,0,0,3,423,442.8,34.1,40.0,51.8,DEF,Watford,Craig Cathcart
536,75.0,0.0,52940,0,0,-5,5,1,2,0.0,0.0,0,Daryl,0.0,359,False,Lack of match fitness - 75% chance of playing,2019-11-23T17:00:22.899461Z,40,52940.jpg,4.5,Janmaat,0.6,False,,d,18,57,36,190896,249,198990,872,0.0,9.0,Janmaat,606,0,1,4,5,1,0,0,1,0,0,7,148,116.0,108.4,46.0,27.1,DEF,Watford,Daryl Janmaat
537,0.0,0.0,220166,0,0,-1,1,0,2,0.0,0.0,0,Marc,0.0,360,False,Joined Leganes on loan until the end of the season on 25/7. - Expected back 01 Jul,2019-07-26T16:00:12.508474Z,39,220166.jpg,0.0,Navarro,0.3,False,,n,18,57,0,48880,200,39226,362,0.0,0.0,Navarro,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,DEF,Watford,Marc Navarro
538,0.0,0.0,41945,0,0,-1,1,0,2,0.0,0.0,0,Sebastian,0.0,361,False,Contract terminated on 31/1,2019-11-21T17:30:19.779527Z,39,41945.jpg,1.0,Prödl,1.1,False,,u,18,57,1,65604,478,113442,826,0.0,0.3,Prödl,56,0,0,0,0,0,0,0,0,0,0,0,3,1.8,0.1,8.0,1.0,DEF,Watford,Sebastian Prödl
539,100.0,100.0,41725,0,0,-3,3,2,4,4.5,5.0,2,Troy,5.0,362,False,,2019-08-22T16:30:07.834073Z,62,41725.jpg,3.9,Deeney,2.1,False,,a,18,57,70,266605,11207,313150,5470,0.8,11.3,Deeney,1501,6,2,6,20,0,0,1,3,0,0,10,258,373.6,259.5,603.0,123.7,FWD,Watford,Troy Deeney
540,0.0,0.0,94924,0,0,-4,4,2,4,0.0,0.0,0,Gerard,1.0,363,False,Knee injury - Unknown return date,2020-02-29T20:00:17.592234Z,61,94924.jpg,3.1,Deulofeu,2.0,False,,i,18,57,88,406078,53,657739,8469,0.2,14.4,Deulofeu,2097,4,5,8,33,0,0,0,3,0,0,9,330,458.4,602.3,896.0,195.4,FWD,Watford,Gerard Deulofeu
541,,,73426,0,0,-5,5,0,4,-0.2,0.3,1,Andre,0.3,364,False,,,55,73426.jpg,1.8,Gray,0.4,False,,a,18,57,36,40873,186,74984,149,0.1,6.5,Gray,712,2,1,0,17,0,0,0,1,0,0,2,111,106.2,123.9,281.0,50.2,FWD,Watford,Andre Gray
542,100.0,100.0,173514,0,0,-3,3,0,4,-0.5,0.0,0,Isaac,0.0,365,False,,2019-09-19T17:00:11.798096Z,47,173514.jpg,0.8,Success Ajayi,0.3,False,,a,18,57,4,20392,122,57161,139,0.0,0.9,Success,65,0,0,0,3,0,0,0,1,0,0,0,8,6.2,13.6,17.0,3.7,FWD,Watford,Isaac Success Ajayi
543,,,9089,0,0,-1,1,1,1,2.8,3.3,2,Ben,3.3,366,False,,,49,9089.jpg,3.8,Foster,4.2,False,,a,18,57,111,395526,2301,298586,4788,0.7,22.7,Foster,2610,0,0,9,44,0,0,0,1,0,89,15,538,683.6,10.1,17.0,71.3,GK,Watford,Ben Foster
544,0.0,0.0,206882,0,0,-2,2,0,1,0.0,0.0,0,Pontus,0.0,367,False,Joined FC Emmen on loan until the end of the season on 31/1. - Expected back 01 Jul,2020-01-31T20:30:18.862484Z,43,206882.jpg,0.0,Dahlberg,0.1,False,,n,18,57,0,1530,25,6689,66,0.0,0.0,Dahlberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,GK,Watford,Pontus Dahlberg
545,100.0,100.0,121599,0,0,-4,4,1,3,2.5,3.0,1,Abdoulaye,3.0,368,False,,2019-12-22T16:30:23.335692Z,56,121599.jpg,3.3,Doucouré,2.9,False,,a,18,57,93,305751,8912,313674,8349,0.5,16.6,Doucouré,2443,4,3,9,42,1,0,0,8,0,0,9,387,461.0,479.9,557.0,149.6,MID,Watford,Abdoulaye Doucouré
546,100.0,100.0,61566,0,0,-4,4,0,3,1.2,1.7,2,Roberto,1.7,369,False,,2020-01-05T01:00:12.397900Z,56,61566.jpg,2.2,Pereyra,0.7,False,,a,18,57,51,34910,225,246113,472,0.3,9.1,Pereyra,1320,3,0,4,17,0,0,0,3,0,0,0,169,217.6,253.3,287.0,75.7,MID,Watford,Roberto Pereyra
547,100.0,100.0,108413,0,0,-2,2,0,3,1.8,2.3,2,Will,2.3,370,False,,2019-12-28T17:00:19.675638Z,53,108413.jpg,2.4,Hughes,0.3,False,,a,18,57,50,63721,70,70110,68,0.4,9.4,Hughes,1507,1,1,5,27,0,0,0,4,0,0,3,177,237.6,222.4,195.0,65.4,MID,Watford,Will Hughes
548,100.0,100.0,43250,0,0,-2,2,0,3,-0.2,0.3,0,Tom,0.3,371,False,,2019-10-26T16:30:19.666204Z,48,43250.jpg,2.5,Cleverley,0.1,False,,a,18,57,25,21442,13,26414,35,0.1,5.2,Cleverley,655,1,0,1,17,0,0,0,0,0,0,2,121,122.8,179.5,176.0,47.9,MID,Watford,Tom Cleverley
549,0.0,0.0,157775,0,0,-3,3,0,3,0.0,0.0,0,Ken,0.0,372,False,Joined Udinese on loan until the end of the season on 22/8. - Expected back 01 Jul,2019-08-22T10:30:11.423152Z,47,157775.jpg,0.0,Sema,0.0,False,,n,18,57,0,730,25,3146,18,0.0,0.0,Sema,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,MID,Watford,Ken Sema
550,100.0,100.0,38439,0,0,-2,2,0,3,1.5,2.0,1,Etienne,2.0,373,False,,2020-01-03T14:30:19.664140Z,48,38439.jpg,2.6,Capoue,0.4,False,,a,18,57,62,34367,815,70161,706,0.4,12.9,Capoue,2138,0,3,7,40,0,0,0,7,0,0,5,322,409.4,221.9,101.0,73.4,MID,Watford,Etienne Capoue
551,100.0,100.0,89085,0,0,-1,1,0,3,-0.2,0.3,0,Nathaniel,0.3,374,False,,2020-02-02T22:30:14.195243Z,44,89085.jpg,1.9,Chalobah,0.2,False,,a,18,57,28,20453,70,25399,199,0.1,6.4,Chalobah,771,0,1,2,10,0,0,0,1,0,0,2,107,130.8,91.9,52.0,27.2,MID,Watford,Nathaniel Chalobah
552,100.0,100.0,216058,0,0,-2,2,0,3,-0.5,0.0,0,Domingos,0.0,375,False,,2019-10-29T22:00:19.938793Z,43,216058.jpg,1.0,Quina,0.1,False,,a,18,57,4,7491,477,10480,138,0.0,0.9,Quina,18,0,0,0,2,0,0,0,0,0,0,0,10,7.4,0.8,7.0,1.5,MID,Watford,Domingos Quina
553,100.0,100.0,60232,0,0,-2,2,0,2,-0.2,0.3,0,Craig,0.3,439,False,,2020-02-02T22:30:14.335355Z,48,60232.jpg,1.9,Dawson,0.2,False,,a,18,57,37,10105,60,21134,126,0.1,7.7,Dawson,1549,0,0,4,29,0,0,0,4,0,0,0,231,330.2,32.8,151.0,51.4,DEF,Watford,Craig Dawson
554,100.0,100.0,50175,0,0,-2,2,0,4,0.2,0.7,1,Danny,0.7,512,False,,2019-10-19T16:00:16.571131Z,58,50175.jpg,1.2,Welbeck,0.1,False,,a,18,57,11,11794,148,19705,79,0.1,1.9,Welbeck,275,0,0,1,3,0,0,0,0,0,0,0,26,29.4,28.6,72.0,12.9,FWD,Watford,Danny Welbeck
555,,,18656,0,0,-1,1,0,1,-0.5,0.0,0,Heurelho da Silva,0.0,513,False,,,44,18656.jpg,0.0,Gomes,0.2,False,,a,18,57,0,5810,83,10247,78,0.0,0.0,Gomes,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,GK,Watford,Heurelho da Silva Gomes
556,100.0,100.0,232185,0,0,-2,2,2,3,6.8,7.3,2,Ismaïla,7.3,525,False,,2020-01-18T14:30:17.497310Z,63,232185.jpg,4.1,Sarr,3.0,False,,a,18,57,78,346687,36111,161726,11379,1.2,12.4,Sarr,1221,5,4,6,16,0,0,0,1,0,0,5,211,307.4,256.3,492.0,105.6,MID,Watford,Ismaïla Sarr
557,0.0,0.0,96767,0,0,0,0,0,2,0.0,0.0,0,Dimitri,0.0,542,False,Joined Granada on loan until the end of the season on 2/1. - Expected back 01 Jul,2020-01-02T14:30:16.327156Z,40,96767.jpg,0.3,Foulquier,0.1,False,,n,18,57,1,18761,6,16727,101,0.0,0.2,Foulquier,57,0,0,0,6,0,0,0,0,0,0,0,12,8.0,1.0,0.0,1.0,DEF,Watford,Dimitri Foulquier
558,100.0,100.0,175353,0,0,0,0,0,3,-0.5,0.0,0,Ayotomiwa,0.0,563,False,,2019-12-31T10:30:25.925374Z,45,175353.jpg,0.0,Dele-Bashiru,0.0,False,,a,18,57,0,999,24,687,29,0.0,0.0,Dele-Bashiru,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,MID,Watford,Ayotomiwa Dele-Bashiru
559,100.0,100.0,475168,0,0,-1,1,0,4,-0.5,0.0,0,João Pedro,0.0,592,False,,2020-01-23T23:30:23.901314Z,49,475168.jpg,0.0,Junqueira de Jesus,0.0,False,,a,18,57,0,1387,68,1011,64,0.0,0.0,João Pedro,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,FWD,Watford,João Pedro Junqueira de Jesus
560,,,168290,0,0,-3,3,0,3,-0.2,0.3,0,Ignacio,0.3,604,False,,,47,168290.jpg,0.8,Pussetto,0.0,False,,a,18,57,5,500,13,372,16,0.1,1.1,Pussetto,56,0,0,0,2,0,0,0,1,0,0,0,17,23.2,0.9,2.0,2.6,MID,Watford,Ignacio Pussetto
561,100.0,100.0,55459,0,0,-4,4,2,2,1.2,0.7,2,Aaron,1.2,376,False,,2020-01-03T17:30:19.587785Z,46,55459.jpg,2.7,Cresswell,1.2,False,,a,19,21,63,291245,754,252067,1220,0.3,13.7,Cresswell,2023,3,0,4,40,0,0,0,7,0,0,5,319,428.0,296.5,152.0,87.9,DEF,West Ham,Aaron Cresswell
562,100.0,100.0,40669,0,0,0,0,0,2,1.5,1.0,2,Angelo,1.5,377,False,,2020-01-24T15:30:18.149098Z,45,40669.jpg,2.7,Ogbonna,1.1,False,,a,19,21,65,170558,327,127968,1251,0.3,14.4,Ogbonna,2160,2,0,6,36,1,0,0,4,0,0,0,354,457.6,21.7,155.0,63.4,DEF,West Ham,Angelo Ogbonna
563,100.0,100.0,105717,0,0,-3,3,1,2,0.0,-0.5,0,Arthur,0.0,378,False,,2020-01-24T15:30:18.160148Z,42,105717.jpg,1.7,Masuaku,0.4,False,,a,19,21,25,98575,47,104525,297,0.0,6.0,Masuaku,908,0,1,2,18,0,0,0,3,1,0,3,160,233.4,126.2,53.0,41.4,DEF,West Ham,Arthur Masuaku
564,,,20658,0,0,-3,3,0,2,0.2,-0.3,0,Pablo,0.2,379,False,,,42,20658.jpg,1.0,Zabaleta,0.5,False,,a,19,21,10,18115,66,44018,202,0.0,2.4,Zabaleta,588,0,0,0,14,0,0,0,2,0,0,0,90,110.4,50.5,12.0,17.4,DEF,West Ham,Pablo Zabaleta
565,0.0,0.0,81012,0,0,-1,1,1,2,0.0,0.0,0,Ryan,0.2,380,False,Shoulder injury - Expected back 10 Apr,2020-02-19T22:00:17.389503Z,44,81012.jpg,2.9,Fredericks,0.3,False,,i,19,21,57,127201,10,135688,362,0.0,13.0,Fredericks,1686,0,2,6,30,0,0,0,5,0,0,5,318,352.6,247.2,52.0,65.4,DEF,West Ham,Ryan Fredericks
566,100.0,100.0,219924,0,0,-2,2,0,2,2.8,2.3,2,Issa,2.8,381,False,,2019-11-23T14:30:26.684183Z,43,219924.jpg,2.3,Diop,2.1,False,,a,19,21,54,257369,764,372755,936,0.7,12.6,Diop,1955,3,0,3,42,0,0,0,8,0,0,2,307,490.2,30.5,170.0,69.2,DEF,West Ham,Issa Diop
567,,,166640,0,0,-2,2,1,2,0.0,-0.5,0,Fabián,0.0,382,False,,,43,166640.jpg,2.8,Balbuena,0.3,False,,a,19,21,36,39162,26,48522,437,0.0,8.4,Balbuena,1081,1,0,3,22,0,0,0,2,0,0,3,189,248.0,18.2,149.0,41.5,DEF,West Ham,Fabián Balbuena
568,0.0,0.0,48717,0,0,0,0,0,2,0.0,0.0,0,Winston,0.0,383,False,Joined Sporting Kansas City on loan on 14/2. - Unknown return date,2020-02-16T00:00:20.203533Z,40,48717.jpg,0.0,Reid,4.4,False,,n,19,21,0,361612,20,402237,4897,0.0,0.0,Reid,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,DEF,West Ham,Winston Reid
569,,,222018,0,0,-1,1,0,2,0.0,-0.5,0,Ben,0.0,384,False,,,39,222018.jpg,0.0,Johnson,2.5,False,,a,19,21,0,184470,6715,112445,3350,0.0,0.0,Johnson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,DEF,West Ham,Ben Johnson
