,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,position,team_name,friendly_name
351,0.0,0.0,37265,0,0,-2,2,0,3,0.0,0.0,0,Alexis,0.0,240,False,Joined Inter on loan until the end of the season on 29/8. - Expected back 01 Jul,2019-08-09T10:00:14.686303Z,68,37265.jpg,0.0,Sánchez,0.4,False,,n,12,1,0,1641,22,44353,38,0.0,0.0,Sánchez,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,MID,Man Utd,Alexis Sánchez
352,75.0,100.0,109322,0,0,-2,2,0,3,0.0,-0.5,0,Jesse,0.0,241,False,Knock - 75% chance of playing,2020-03-13T10:30:19.085305Z,63,109322.jpg,1.2,Lingard,0.7,False,,d,12,1,25,61150,184,125541,348,0.0,4.0,Lingard,882,0,0,1,14,0,0,0,3,0,0,0,73,71.4,261.8,260.0,59.1,MID,Man Utd,Jesse Lingard
353,,,43670,0,0,-3,3,1,3,0.2,-0.3,0,Juan,0.2,242,False,,,62,43670.jpg,2.1,Mata,0.4,False,,a,12,1,36,25207,175,42880,388,0.0,5.8,Mata,727,0,2,4,8,0,0,0,1,0,0,2,137,107.8,290.9,126.0,52.5,MID,Man Utd,Juan Mata
354,100.0,75.0,200617,0,0,-2,2,0,3,2.2,1.3,3,Daniel,2.2,243,False,,2020-03-04T10:30:26.710993Z,58,200617.jpg,3.3,James,5.7,False,,a,12,1,89,1815590,3829,1704900,8290,0.4,15.3,James,2166,3,6,7,27,0,0,0,3,0,0,2,293,401.4,401.9,572.0,137.4,MID,Man Utd,Daniel James
355,,,101582,0,0,-2,2,0,3,2.0,1.5,2,Frederico,2.0,244,False,,,53,101582.jpg,1.8,Rodrigues de Paula Santos,0.4,False,,a,12,1,46,36435,1872,29137,1077,0.4,8.7,Fred,2026,0,0,6,24,0,0,0,7,0,0,0,320,392.8,523.1,224.0,114.1,MID,Man Utd,Frederico Rodrigues de Paula Santos
356,100.0,100.0,209041,0,0,-2,2,0,3,0.0,-0.5,0,Angel,0.0,245,False,,2019-11-06T16:30:15.083893Z,48,209041.jpg,1.0,Gomes,0.1,False,,a,12,1,2,5798,36,11217,52,0.0,0.4,Gomes,19,0,0,0,1,0,0,0,0,0,0,0,7,4.2,24.8,2.0,3.1,MID,Man Utd,Angel Gomes
357,,,156689,-1,1,-2,2,0,3,0.2,-0.3,0,Andreas,0.2,246,False,,,48,156689.jpg,2.5,Pereira,0.4,False,,a,12,1,58,126482,156,131044,596,0.0,12.1,Pereira,1442,1,3,6,16,0,0,0,3,0,0,1,190,239.2,418.7,343.0,100.3,MID,Man Utd,Andreas Pereira
358,100.0,100.0,62398,0,0,-2,2,0,3,4.0,3.5,3,Nemanja,4.0,247,False,,2020-01-29T23:00:26.987873Z,48,62398.jpg,2.8,Matic,0.4,False,,a,12,1,33,20599,1659,44469,469,0.8,6.9,Matic,958,0,1,6,8,0,0,0,1,0,0,2,161,202.2,158.2,53.0,41.2,MID,Man Utd,Nemanja Matic
359,100.0,100.0,195851,0,0,-1,1,0,3,2.2,1.7,6,Scott,2.2,248,False,,2019-12-26T20:30:10.514072Z,49,195851.jpg,3.2,McTominay,1.1,False,,a,12,1,64,408882,5134,408177,821,0.4,13.1,McTominay,1545,3,2,2,18,0,0,0,2,0,0,6,266,379.6,214.8,301.0,89.5,MID,Man Utd,Scott McTominay
360,,,222677,0,0,-2,2,0,3,0.2,-0.3,0,Tahith,0.2,249,False,,,43,222677.jpg,1.0,Chong,0.6,False,,a,12,1,3,97173,113,86268,695,0.0,0.7,Chong,34,0,0,0,0,0,0,0,0,0,0,0,6,1.4,1.1,6.0,0.7,MID,Man Utd,Tahith Chong
361,,,232928,0,0,-2,2,0,3,0.0,-0.5,0,James,0.0,250,False,,,43,232928.jpg,1.0,Garner,0.2,False,,a,12,1,1,28530,50,27631,270,0.0,0.2,Garner,8,0,0,0,1,0,0,0,0,0,0,0,3,2.2,2.8,0.0,0.5,MID,Man Utd,James Garner
362,100.0,100.0,180804,0,0,-1,1,0,2,0.0,-0.5,0,Axel,0.0,481,False,,2020-01-03T14:30:19.879114Z,44,180804.jpg,1.4,Tuanzebe,0.1,False,,a,12,1,7,7869,16,13153,24,0.0,1.6,Tuanzebe,187,0,0,0,3,0,0,0,0,0,0,0,30,17.6,6.2,0.0,2.4,DEF,Man Utd,Axel Tuanzebe
363,,,232937,0,0,1,-1,1,2,3.0,2.5,6,Brandon,3.0,549,False,,,41,232937.jpg,3.2,Williams,5.4,False,,a,12,1,39,618643,7936,248941,6695,0.7,9.5,Williams,758,1,1,4,9,0,0,0,5,0,0,1,167,142.6,155.1,74.0,37.2,DEF,Man Utd,Brandon Williams
364,,,141746,1,-1,5,-5,2,3,9.0,8.5,6,Bruno Miguel,9.0,618,False,,,85,141746.jpg,7.6,Borges Fernandes,16.3,False,,a,12,1,38,1272112,176988,66433,3209,1.1,4.5,Fernandes,447,2,3,4,1,0,0,0,1,0,0,6,112,192.4,172.2,142.0,50.6,MID,Man Utd,Bruno Miguel Borges Fernandes
365,,,58498,0,0,0,0,0,4,1.0,0.5,1,Odion,1.0,624,False,,,65,58498.jpg,1.0,Ighalo,0.7,False,,a,12,1,4,87964,9538,34608,4401,0.2,0.6,Ighalo,31,0,0,0,0,0,0,0,0,0,0,0,7,15.4,11.6,88.0,11.5,FWD,Man Utd,Odion Ighalo
366,100.0,100.0,56983,0,0,-2,2,0,2,2.2,2.7,3,Matt,2.2,251,False,,2019-08-28T21:30:17.608501Z,53,56983.jpg,3.0,Ritchie,0.2,False,,a,13,4,30,19588,389,42703,238,0.4,5.7,Ritchie,712,0,0,5,8,0,0,1,3,0,0,0,137,118.2,260.4,129.0,50.7,DEF,Newcastle,Matt Ritchie
367,100.0,100.0,119471,0,0,0,0,0,2,0.5,1.0,0,Fabian,0.5,252,False,,2019-12-28T20:30:23.359029Z,50,119471.jpg,2.9,Schär,1.2,False,,a,13,4,53,151914,202,202324,868,0.1,10.6,Schär,1394,2,1,4,28,0,0,0,4,0,0,2,258,392.4,44.2,163.0,60.0,DEF,Newcastle,Fabian Schär
368,100.0,100.0,151119,0,0,-1,1,0,2,0.0,0.5,0,DeAndre,0.0,253,False,,2020-01-10T11:00:14.429012Z,44,151119.jpg,1.9,Yedlin,0.1,False,,a,13,4,23,12685,34,12772,86,0.0,5.2,Yedlin,772,1,0,1,11,0,0,0,3,0,0,0,96,130.4,95.1,41.0,26.8,DEF,Newcastle,DeAndre Yedlin
369,,,57145,0,0,0,0,4,2,4.5,5.0,7,Federico,4.5,254,False,,,45,57145.jpg,3.7,Fernández,3.0,False,,a,13,4,85,280832,10107,83086,2195,1.0,18.9,Fernández,1807,2,2,6,25,0,0,0,4,0,0,13,375,549.6,63.2,173.0,78.5,DEF,Newcastle,Federico Fernández
370,0.0,0.0,106618,0,0,-1,1,0,2,0.0,0.0,0,Paul,0.0,255,False,Tendon Injury - Unknown return date,2020-01-11T17:00:17.061584Z,44,106618.jpg,2.8,Dummett,0.2,False,,i,13,4,44,24383,4,32603,95,0.0,10.0,Dummett,1227,0,0,5,20,1,0,0,2,0,0,4,230,265.2,63.1,50.0,37.7,DEF,Newcastle,Paul Dummett
371,100.0,100.0,109528,0,0,-2,2,1,2,2.5,3.0,5,Javier,2.5,256,False,,2020-01-02T01:00:17.276147Z,43,109528.jpg,3.2,Manquillo,0.1,False,,a,13,4,42,24150,100,28115,42,0.6,9.8,Manquillo,961,0,1,5,12,0,0,0,4,0,0,4,175,150.2,64.8,34.0,25.0,DEF,Newcastle,Javier Manquillo
372,100.0,100.0,77359,0,0,-1,1,1,2,0.0,0.5,0,Florian,0.0,257,False,,2020-01-24T13:30:15.735988Z,44,77359.jpg,4.0,Lejeune,0.1,False,,a,13,4,24,8331,21,5149,286,0.0,5.5,Lejeune,440,2,0,1,10,0,0,0,0,0,0,1,88,132.0,12.6,81.0,22.5,DEF,Newcastle,Florian Lejeune
373,100.0,100.0,101148,0,0,-2,2,1,2,3.2,3.7,6,Jamaal,3.2,258,False,,2019-11-09T17:30:13.080996Z,43,101148.jpg,3.4,Lascelles,4.4,False,,a,13,4,64,358950,3967,518944,1829,0.7,14.9,Lascelles,1630,1,0,7,25,0,0,0,2,0,0,3,301,313.8,16.3,113.0,44.4,DEF,Newcastle,Jamaal Lascelles
374,0.0,0.0,58845,0,0,-2,2,1,2,0.0,0.0,0,Ciaran,0.2,259,False,Ankle injury - Unknown return date,2020-02-16T18:30:15.746030Z,43,58845.jpg,3.5,Clark,0.2,False,,i,13,4,49,66467,19,67679,498,0.0,11.4,Clark,1186,2,0,4,14,0,0,0,3,0,0,2,216,331.4,14.9,128.0,47.6,DEF,Newcastle,Ciaran Clark
375,100.0,100.0,196118,0,0,-4,4,0,4,0.0,0.5,0,Yoshinori,0.0,260,False,,2020-01-05T01:00:12.204380Z,51,196118.jpg,1.1,Muto,0.1,False,,a,13,4,8,6440,29,13333,36,0.0,1.6,Muto,201,0,0,0,6,0,0,0,0,0,0,0,22,12.6,15.1,12.0,3.7,FWD,Newcastle,Yoshinori Muto
376,0.0,0.0,61316,0,0,0,0,0,4,0.0,0.0,0,Jose Luis,0.0,261,False,Joined Alaves on a permanent deal on 15/7,2019-07-16T00:30:14.636406Z,50,61316.jpg,0.0,Mato Sanmartín,0.0,False,,u,13,4,0,1238,4,4019,3,0.0,0.0,Joselu,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,FWD,Newcastle,Jose Luis Mato Sanmartín
377,0.0,,67089,0,0,0,0,1,1,4.8,5.3,8,Martin,4.8,262,False,Knee injury - Unknown return date,2020-03-11T10:30:15.441857Z,50,67089.jpg,4.1,Dubravka,1.8,False,,i,13,4,118,162129,2591,122232,11347,1.0,23.6,Dubravka,2610,0,0,9,41,0,0,0,0,0,116,7,578,847.8,0.0,0.0,84.9,GK,Newcastle,Martin Dubravka
378,100.0,100.0,59735,0,0,-2,2,0,1,0.0,0.5,0,Karl,0.0,263,False,,2019-12-21T00:30:21.220532Z,43,59735.jpg,0.0,Darlow,0.1,False,,a,13,4,0,2902,802,6583,79,0.0,0.0,Darlow,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,GK,Newcastle,Karl Darlow
379,0.0,0.0,155503,0,0,0,0,0,1,0.0,0.0,0,Frederick,0.0,264,False,Joined Swansea City on loan until the end of the season on 1/8. - Expected back 01 Jul,2019-08-01T10:00:13.686109Z,40,155503.jpg,0.0,Woodman,0.7,False,,n,13,4,0,24941,44,44728,261,0.0,0.0,Woodman,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,GK,Newcastle,Frederick Woodman
380,100.0,100.0,179018,0,0,-2,2,1,3,2.2,2.7,3,Miguel,2.2,266,False,,2020-01-05T01:00:12.220809Z,58,179018.jpg,2.8,Almirón,0.8,False,,a,13,4,79,95695,1416,100845,1525,0.4,13.6,Almirón,2370,2,1,10,37,0,0,0,5,0,0,5,236,324.6,288.6,550.0,116.1,MID,Newcastle,Miguel Almirón
381,100.0,100.0,104953,0,0,-2,2,0,3,0.0,0.5,0,Christian,0.0,267,False,,2020-02-21T11:00:13.472456Z,53,104953.jpg,2.0,Atsu,0.1,False,,a,13,4,36,23386,26,28375,30,0.0,6.8,Atsu,732,0,3,3,14,0,0,0,2,0,0,0,102,121.0,186.7,55.0,36.3,MID,Newcastle,Christian Atsu
382,0.0,0.0,76542,0,0,-3,3,0,3,0.0,0.0,0,Sung-yueng,0.0,268,False,Contract terminated by mutual consent on 31/1,2020-01-10T11:00:14.512940Z,47,76542.jpg,1.3,Ki,0.0,False,,u,13,4,4,1322,8,5076,15,0.0,0.9,Ki Sung-yueng,135,0,0,0,6,0,0,0,0,0,0,0,18,17.8,39.8,0.0,5.8,MID,Newcastle,Sung-yueng Ki
383,100.0,100.0,50232,0,0,-1,1,0,3,1.2,1.7,3,Jonjo,1.2,269,False,,2020-01-31T01:00:23.633399Z,49,50232.jpg,4.1,Shelvey,0.6,False,,a,13,4,69,227366,607,223188,568,0.2,14.1,Shelvey,1339,5,0,6,18,0,0,0,2,0,0,9,290,397.8,409.2,215.0,102.4,MID,Newcastle,Jonjo Shelvey
384,100.0,100.0,180135,0,0,0,0,0,3,1.0,1.5,1,Sean,1.0,270,False,,2019-10-27T16:30:09.941612Z,50,180135.jpg,1.8,Longstaff,0.3,False,,a,13,4,37,21716,89,53261,206,0.2,7.4,Longstaff,1297,0,2,2,24,0,0,0,2,1,0,0,158,198.0,215.8,136.0,55.0,MID,Newcastle,Sean Longstaff
385,100.0,100.0,153127,0,0,-2,2,0,3,1.8,2.3,3,Isaac,1.8,271,False,,2019-09-29T18:00:18.547838Z,43,153127.jpg,2.5,Hayden,4.9,False,,a,13,4,61,521374,5512,630846,5938,0.4,14.2,Hayden,1965,1,3,7,32,0,0,0,4,1,0,2,266,324.4,198.1,183.0,70.5,MID,Newcastle,Isaac Hayden
386,100.0,100.0,38290,0,0,-2,2,0,2,3.2,3.7,6,Danny,3.2,332,False,,2020-01-18T17:00:23.009627Z,53,38290.jpg,1.8,Rose,1.3,False,,a,13,4,31,116633,656,219889,287,0.6,5.8,Rose,1242,0,0,3,19,0,0,0,6,0,0,0,201,212.8,201.5,42.0,45.8,DEF,Newcastle,Danny Rose
387,100.0,100.0,180974,0,0,-5,5,0,4,1.2,1.7,0,Joelinton Cássio,1.2,466,False,,2020-02-21T11:00:13.811149Z,55,180974.jpg,2.1,Apolinário de Lira,0.9,False,,a,13,4,61,148924,603,250558,1042,0.2,11.1,Joelinton,2221,1,2,6,36,0,0,0,6,0,0,3,179,254.0,350.6,480.0,108.6,FWD,Newcastle,Joelinton Cássio Apolinário de Lira
388,0.0,0.0,58771,0,0,-2,2,0,3,0.0,0.0,0,Jack,0.0,482,False,Not included in Newcastle United's 25-man Premier League squad. - Unknown return date,2019-09-18T22:00:13.777925Z,43,58771.jpg,0.0,Colback,0.1,False,,n,13,4,0,24312,64,24443,105,0.0,0.0,Colback,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,MID,Newcastle,Jack Colback
389,0.0,0.0,114243,0,0,-2,2,0,3,0.0,0.0,0,Jacob,0.0,483,False,Joined Sheffield Wednesday on loan until the end of the season on 8/8. - Expected back 01 Jul,2019-08-08T16:30:11.441250Z,48,114243.jpg,0.0,Murphy,0.0,False,,n,13,4,0,256,2,1381,5,0.0,0.0,Murphy,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,MID,Newcastle,Jacob Murphy
390,0.0,0.0,92159,0,0,-1,1,1,2,0.0,0.0,0,Jetro,0.0,498,False,Knee injury - Unknown return date,2020-01-18T19:30:18.512868Z,44,92159.jpg,3.4,Willems,0.8,False,,i,13,4,64,363603,13,343356,1263,0.0,14.5,Willems,1492,2,2,3,24,0,0,0,0,0,0,6,283,345.4,196.0,198.0,74.1,DEF,Newcastle,Jetro Willems
391,0.0,0.0,155513,0,0,-2,2,0,3,0.0,0.0,0,Rolando,0.0,499,False,Joined Motherwell on loan until the end of the season on 31/1. - Expected back 01 Jul,2020-01-31T23:00:20.689971Z,48,155513.jpg,0.0,Aarons,0.0,False,,n,13,4,0,1552,3,4459,3,0.0,0.0,Aarons,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,MID,Newcastle,Rolando Aarons
392,100.0,100.0,170137,0,0,-1,1,0,3,3.8,4.3,10,Allan,3.8,500,False,,2020-03-02T12:30:27.014893Z,54,170137.jpg,3.1,Saint-Maximin,0.6,False,,a,13,4,55,89428,8372,87731,776,0.7,10.2,Saint-Maximin,1265,2,2,5,13,0,0,0,0,0,0,2,197,269.4,292.3,393.0,95.4,MID,Newcastle,Allan Saint-Maximin
393,75.0,75.0,111773,0,0,-2,2,0,2,0.0,0.4,0,Emil,0.0,519,False,Ankle injury - 75% chance of playing,2020-01-24T13:30:16.270611Z,43,111773.jpg,1.9,Krafth,0.1,False,,d,13,4,21,4662,1,7194,16,0.0,4.9,Krafth,561,0,0,2,12,0,0,0,0,0,0,0,107,77.2,12.1,32.0,12.2,DEF,Newcastle,Emil Krafth
394,0.0,0.0,40142,0,0,-1,1,0,4,0.0,0.0,0,Andy,0.0,520,False,Hip injury - Unknown return date,2020-01-17T12:30:18.951493Z,54,40142.jpg,1.9,Carroll,0.1,False,,i,13,4,25,13665,8,21198,76,0.0,4.6,Carroll,507,0,3,2,7,0,0,0,1,0,0,0,75,113.6,120.0,162.0,39.9,FWD,Newcastle,Andy Carroll
395,,,223175,0,0,0,0,1,3,0.0,0.5,0,Matthew,0.0,540,False,,,45,223175.jpg,3.6,Longstaff,0.2,False,,a,13,4,25,47826,60,38797,265,0.0,5.6,Matthew Longstaff,544,2,0,1,9,0,0,0,1,0,0,2,98,101.8,51.1,29.0,18.2,MID,Newcastle,Matthew Longstaff
396,75.0,100.0,104547,0,0,0,0,0,4,1.0,1.5,2,Dwight,1.0,554,False,Ankle injury - 75% chance of playing,2020-03-13T10:30:19.636981Z,50,104547.jpg,1.3,Gayle,0.0,False,,d,13,4,16,6182,287,5288,84,0.2,3.2,Gayle,377,0,1,2,6,0,0,0,1,0,0,0,32,44.2,44.6,153.0,24.0,FWD,Newcastle,Dwight Gayle
397,,,19838,0,0,0,0,0,1,0.0,0.5,0,Robert,0.0,573,False,,,40,19838.jpg,0.0,Elliot,0.1,False,,a,13,4,0,7995,101,3020,120,0.0,0.0,Elliot,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,GK,Newcastle,Robert Elliot
398,,,232957,0,0,0,0,0,3,0.0,0.5,0,Thomas,0.0,598,False,,,45,232957.jpg,0.0,Allan,0.0,False,,a,13,4,0,1030,67,479,55,0.0,0.0,Allan,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,MID,Newcastle,Thomas Allan
399,0.0,0.0,232977,0,0,-1,1,0,2,0.0,0.0,0,Kelland,0.0,599,False,Joined Mansfield Town on loan until the end of the season on 28/1. - Expected back 01 Jul,2020-01-29T10:30:22.945557Z,39,232977.jpg,0.0,Watts,0.1,False,,n,13,4,0,6290,741,1763,327,0.0,0.0,Watts,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,DEF,Newcastle,Kelland Watts
400,,,156069,0,0,0,0,0,2,0.0,0.5,0,Liam,0.0,610,False,,,40,156069.jpg,0.0,Gibson,0.0,False,,a,13,4,0,1690,117,650,112,0.0,0.0,Gibson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,DEF,Newcastle,Liam Gibson
401,,,126407,-1,1,-1,1,0,3,0.8,1.3,0,Nabil,0.8,612,False,,,49,126407.jpg,1.7,Bentaleb,0.0,False,,a,13,4,5,3467,46,2014,185,0.2,1.0,Bentaleb,270,0,0,1,5,0,0,0,2,0,0,0,36,41.6,56.2,3.0,10.1,MID,Newcastle,Nabil Bentaleb
402,100.0,100.0,116543,0,0,-1,1,0,3,0.5,1.0,1,Valentino,0.5,614,False,,2020-02-22T18:00:19.527983Z,54,116543.jpg,0.8,Lazaro,0.0,False,,a,13,4,3,1283,27,938,36,0.1,0.6,Lazaro,217,0,0,0,3,0,0,0,0,1,0,0,16,21.6,49.1,8.0,7.9,MID,Newcastle,Valentino Lazaro
403,75.0,0.0,84384,0,0,-2,2,0,2,0.0,0.0,0,Timm,0.0,272,False,Lack of match fitness - 75% chance of playing,2019-08-27T21:30:10.685404Z,43,84384.jpg,0.0,Klose,0.0,False,,d,14,45,0,844,6,5920,6,0.0,0.0,Klose,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,DEF,Norwich,Timm Klose
404,100.0,100.0,198826,0,0,-1,1,0,2,2.0,1.5,2,Ben,2.0,273,False,,2020-01-18T19:30:17.891258Z,44,198826.jpg,1.5,Godfrey,0.1,False,,a,14,45,32,14124,86,23619,55,0.5,7.3,Godfrey,1834,0,0,3,39,0,0,0,2,1,0,0,331,427.6,20.8,92.0,54.3,DEF,Norwich,Ben Godfrey
405,100.0,100.0,232980,0,0,-2,2,1,2,3.8,3.3,2,Maximillian,3.8,274,False,,2019-12-27T23:30:16.214403Z,43,232980.jpg,2.1,Aarons,1.3,False,,a,14,45,58,76609,2024,168781,1175,0.9,13.5,Aarons,2430,0,2,5,48,0,0,0,6,0,0,3,384,409.0,330.1,210.0,95.0,DEF,Norwich,Maximillian Aarons
406,100.0,75.0,192303,0,0,-1,1,0,2,0.5,0.0,0,Christoph,0.5,275,False,,2020-02-21T13:30:22.332031Z,44,192303.jpg,2.3,Zimmermann,0.0,False,,a,14,45,35,4080,21,4108,40,0.1,8.0,Zimmermann,1295,0,1,3,21,0,0,0,2,0,0,1,234,312.2,15.5,62.0,39.1,DEF,Norwich,Christoph Zimmermann
407,100.0,100.0,194799,0,0,-1,1,1,2,5.0,4.5,2,Jamal,5.0,276,False,,2019-11-18T15:00:15.322949Z,44,194799.jpg,2.2,Lewis,0.3,False,,a,14,45,41,36726,1009,39246,532,1.1,9.3,Lewis,1495,1,0,3,33,0,0,0,2,0,0,3,277,314.8,139.9,110.0,56.5,DEF,Norwich,Jamal Lewis
408,100.0,100.0,83428,0,0,0,0,0,2,2.2,1.7,2,Grant,2.2,277,False,,2020-01-11T20:30:19.344676Z,40,83428.jpg,1.5,Hanley,2.8,False,,a,14,45,23,335402,5029,314431,2460,0.6,5.8,Hanley,1261,0,0,2,25,1,0,0,4,0,0,1,214,318.8,3.6,76.0,40.0,DEF,Norwich,Grant Hanley
409,100.0,100.0,57127,0,0,0,0,2,4,2.0,1.5,2,Teemu,2.0,278,False,,2020-03-03T15:00:27.073569Z,65,57127.jpg,4.5,Pukki,12.8,False,,a,14,45,127,3822900,9917,3503965,11003,0.3,19.5,Pukki,2481,11,3,6,47,0,0,0,3,0,0,21,415,537.0,335.0,1129.0,199.5,FWD,Norwich,Teemu Pukki
410,0.0,0.0,179587,0,0,-3,3,0,4,0.0,0.0,0,Dennis,0.0,279,False,Joined SC Paderborn on a permanent deal on 8/1,2020-01-03T15:30:19.113612Z,52,179587.jpg,1.6,Srbeny,0.0,False,,u,14,45,13,4596,4,8032,14,0.0,2.5,Srbeny,41,1,0,0,2,0,0,0,0,0,0,1,50,44.2,3.4,25.0,7.0,FWD,Norwich,Dennis Srbeny
411,100.0,100.0,20480,0,0,0,0,2,1,3.8,3.3,2,Tim,3.8,280,False,,2019-10-27T20:00:16.930339Z,45,20480.jpg,3.4,Krul,2.5,False,,a,14,45,91,251175,4272,177114,2124,0.8,20.2,Krul,2430,0,0,5,45,1,2,0,4,0,95,10,510,776.0,0.0,0.0,77.6,GK,Norwich,Tim Krul
412,,,18499,0,0,0,0,0,1,0.0,-0.5,0,Michael,0.0,281,False,,,40,18499.jpg,5.5,McGovern,6.2,False,,a,14,45,11,397164,359,301339,3527,0.0,2.8,McGovern,158,0,0,0,6,0,1,0,0,0,7,2,46,65.0,0.0,0.0,6.5,GK,Norwich,Michael McGovern
413,100.0,100.0,37614,0,0,-3,3,0,3,0.2,-0.3,1,Mario,0.2,282,False,,2020-01-21T14:00:15.440064Z,62,37614.jpg,1.7,Vrancic,0.1,False,,a,14,45,20,4047,47,14311,32,0.0,3.2,Vrancic,377,1,0,0,8,0,0,0,2,0,0,1,89,95.2,93.1,103.0,29.3,MID,Norwich,Mario Vrancic
414,100.0,100.0,195546,0,0,0,0,1,3,1.5,1.0,2,Emiliano,1.5,283,False,,2020-03-04T23:30:19.132977Z,60,195546.jpg,2.9,Buendía,0.7,False,,a,14,45,80,213556,571,217955,551,0.2,13.3,Buendía,2013,0,7,3,41,0,0,0,4,0,0,10,391,598.2,1049.0,325.0,197.5,MID,Norwich,Emiliano Buendía
415,0.0,0.0,89470,0,0,-2,2,0,3,0.0,0.0,0,Onel,0.0,284,False,Knee injury - Expected back 02 May,2020-02-21T13:30:22.348352Z,53,89470.jpg,1.9,Hernández,0.1,False,,i,14,45,33,5948,4,16963,67,0.0,6.2,Hernández,756,1,1,1,15,0,0,0,0,0,0,0,106,148.6,137.5,262.0,54.6,MID,Norwich,Onel Hernández
416,,,71738,0,0,-4,4,0,3,0.5,0.0,0,Marco,0.5,285,False,,,51,71738.jpg,1.4,Stiepermann,0.1,False,,a,14,45,26,6088,16,11689,16,0.1,5.1,Stiepermann,928,0,0,1,24,0,0,0,4,0,0,0,78,92.2,155.7,255.0,50.4,MID,Norwich,Marco Stiepermann
417,100.0,100.0,78607,0,0,-2,2,0,3,2.2,1.7,2,Kenny,2.2,286,False,,2020-01-24T15:00:18.009033Z,48,78607.jpg,2.2,McLean,0.2,False,,a,14,45,62,12334,82,17315,94,0.5,12.9,McLean,2288,1,1,5,45,0,0,0,4,0,0,0,342,412.6,341.5,223.0,97.6,MID,Norwich,Kenny McLean
418,100.0,100.0,193111,0,0,3,-3,2,3,2.0,1.5,1,Todd,2.0,287,False,,2020-01-24T15:00:18.019788Z,48,193111.jpg,3.4,Cantwell,19.7,False,,a,14,45,100,3569690,14928,2333472,27405,0.4,20.8,Cantwell,2067,6,2,6,41,0,0,0,4,0,0,10,368,480.0,434.8,616.0,152.6,MID,Norwich,Todd Cantwell
419,100.0,100.0,87396,0,0,-2,2,0,3,0.0,-0.5,0,Moritz,0.0,288,False,,2019-09-13T13:30:19.474643Z,43,87396.jpg,1.8,Leitner,0.2,False,,a,14,45,16,25222,136,32169,254,0.0,3.7,Leitner,683,0,0,1,16,0,0,0,1,0,0,0,102,106.8,127.7,53.0,28.8,MID,Norwich,Moritz Leitner
420,100.0,100.0,18665,0,0,0,0,0,3,2.2,1.7,2,Alexander,2.2,289,False,,2020-03-03T15:00:27.123060Z,45,18665.jpg,2.4,Tettey,0.4,False,,a,14,45,55,49465,681,40584,718,0.5,12.2,Tettey,1782,1,1,5,30,0,0,0,4,0,0,3,310,290.4,105.9,138.0,53.5,MID,Norwich,Alexander Tettey
421,100.0,100.0,90440,0,0,-1,1,0,3,0.0,-0.5,0,Tom,0.0,290,False,,2019-09-04T09:00:11.384947Z,44,90440.jpg,1.8,Trybull,0.6,False,,a,14,45,25,47228,26,74882,156,0.0,5.7,Trybull,1022,0,0,2,21,0,0,0,2,0,0,0,161,184.6,44.0,90.0,32.0,MID,Norwich,Tom Trybull
422,100.0,100.0,81048,0,0,-2,2,0,4,1.0,0.5,1,Josip,1.0,434,False,,2019-11-11T12:00:15.065845Z,53,81048.jpg,1.3,Drmic,0.1,False,,a,14,45,18,5290,47,14496,31,0.2,3.4,Drmic,215,1,0,0,3,0,0,0,0,0,0,0,47,45.4,24.3,175.0,24.4,FWD,Norwich,Josip Drmic
423,0.0,0.0,124165,0,0,-4,4,0,3,0.0,0.0,0,Patrick,0.0,435,False,Joined Middlesbrough on loan until the end of the season on 2/1. - Expected back 01 Jul,2020-01-02T20:30:19.362679Z,51,124165.jpg,1.0,Roberts,0.0,False,,n,14,45,3,1551,4,7743,12,0.0,0.6,Roberts,24,0,0,0,2,0,0,0,0,0,0,0,12,4.4,0.6,0.0,0.5,MID,Norwich,Patrick Roberts
