,code,team_h,team_h_score_x,team_a,team_a_score_x,event,finished,minutes,provisional_start_time,kickoff_time,event_name,is_home,difficulty,player_id,position,first_name,photo,second_name,team,team_name,news,news_added,id,team_h_difficulty,team_h_score_y,team_h_name,team_a_difficulty,team_a_score_y,team_a_name
80,1060031,20,,1,,33.0,False,0,False,2020-04-13 19:00:00,Gameweek 33,False,3,18,MID,Granit,84450.jpg,Xhaka,1,Arsenal,,2019-12-29T14:30:26.292159Z,18,3,,Wolves,3,,Arsenal
81,1060031,20,,1,,33.0,False,0,False,2020-04-13 19:00:00,Gameweek 33,False,3,19,MID,Lucas,198849.jpg,Torreira,1,Arsenal,Ankle injury - Expected back 10 May,2020-03-02T23:00:14.662721Z,19,3,,Wolves,3,,Arsenal
82,1060031,20,,1,,33.0,False,0,False,2020-04-13 19:00:00,Gameweek 33,False,3,20,MID,Mohamed,153256.jpg,Elneny,1,Arsenal,Joined Besiktas on loan until the end of the season on 31/8. - Expected back 01 Jul,2019-08-31T11:30:14.714406Z,20,3,,Wolves,3,,Arsenal
83,1060031,20,,1,,33.0,False,0,False,2020-04-13 19:00:00,Gameweek 33,False,3,21,MID,Matteo,242166.jpg,Guendouzi,1,Arsenal,,,21,3,,Wolves,3,,Arsenal
84,1060031,20,,1,,33.0,False,0,False,2020-04-13 19:00:00,Gameweek 33,False,3,106,DEF,David,41270.jpg,Luiz Moreira Marinho,1,Arsenal,,2019-11-28T23:00:21.861570Z,106,3,,Wolves,3,,Arsenal
85,1060031,20,,1,,33.0,False,0,False,2020-04-13 19:00:00,Gameweek 33,False,3,427,GK,Emiliano,98980.jpg,Martínez,1,Arsenal,,,427,3,,Wolves,3,,Arsenal
86,1060031,20,,1,,33.0,False,0,False,2020-04-13 19:00:00,Gameweek 33,False,3,467,DEF,Calum,101184.jpg,Chambers,1,Arsenal,Knee injury - Expected back 01 Jul,2019-12-29T14:30:27.183032Z,467,3,,Wolves,3,,Arsenal
87,1060031,20,,1,,33.0,False,0,False,2020-04-13 19:00:00,Gameweek 33,False,3,469,MID,Daniel,182539.jpg,Ceballos Fernández,1,Arsenal,,2019-11-06T17:30:16.584319Z,469,3,,Wolves,3,,Arsenal
88,1060031,20,,1,,33.0,False,0,False,2020-04-13 19:00:00,Gameweek 33,False,3,486,DEF,Cédric,58822.jpg,Soares,1,Arsenal,,2020-01-21T22:00:20.334842Z,486,3,,Wolves,3,,Arsenal
89,1060031,20,,1,,33.0,False,0,False,2020-04-13 19:00:00,Gameweek 33,False,3,488,MID,Nicolas,195735.jpg,Pépé,1,Arsenal,,2019-12-11T12:30:12.556688Z,488,3,,Wolves,3,,Arsenal
90,1060031,20,,1,,33.0,False,0,False,2020-04-13 19:00:00,Gameweek 33,False,3,489,MID,Reiss,200641.jpg,Nelson,1,Arsenal,,2020-01-18T17:00:23.535651Z,489,3,,Wolves,3,,Arsenal
91,1060031,20,,1,,33.0,False,0,False,2020-04-13 19:00:00,Gameweek 33,False,3,490,MID,Joseph,200089.jpg,Willock,1,Arsenal,,2019-09-07T11:30:17.190466Z,490,3,,Wolves,3,,Arsenal
92,1060031,20,,1,,33.0,False,0,False,2020-04-13 19:00:00,Gameweek 33,False,3,504,FWD,Gabriel Teodoro,444145.jpg,Martinelli Silva,1,Arsenal,,2019-12-23T12:00:20.317919Z,504,3,,Wolves,3,,Arsenal
93,1060031,20,,1,,33.0,False,0,False,2020-04-13 19:00:00,Gameweek 33,False,3,515,DEF,Kieran,192895.jpg,Tierney,1,Arsenal,Lack of match fitness - 75% chance of playing,2019-12-09T22:00:21.790216Z,515,3,,Wolves,3,,Arsenal
94,1060031,20,,1,,33.0,False,0,False,2020-04-13 19:00:00,Gameweek 33,False,3,541,MID,Bukayo,223340.jpg,Saka,1,Arsenal,,2020-02-02T17:00:24.409161Z,541,3,,Wolves,3,,Arsenal
